codigo,Anho,Clasificacion,Empresa,Ingresos
240,1960,262,Champion Papers,168.8
217,1960,263,Staley Continental,168.7
583,1960,264,Signal Companies,168.1
273,1960,265,Abex,168.0
197,1960,266,Hershey Foods,167.3
382,1960,267,Granite City Steel,164.4
225,1960,268,Foster Wheeler,163.7
236,1960,269,Ingersoll-Rand,161.5
289,1960,270,Blaw-Knox,161.3
180,1960,271,Wesson Oil & Snowdrift,160.5
230,1960,272,American Bakeries,159.2
282,1960,273,GAF,159.0
513,1960,274,Cerro,158.4
255,1960,275,Stokely-Van Camp,158.2
364,1960,276,PepsiCo,157.8
245,1960,277,Eastern Gas & Fuel Associates,157.5
594,1960,278,Pharmacia,156.9
270,1960,279,Scovill,152.7
269,1960,280,Link-Belt,152.5
545,1960,281,Southern States Cooperative,152.1
247,1960,282,Pittsburgh Steel,149.9
508,1960,283,Hooker Chemical,149.8
510,1960,284,Coltec Industries,149.0
394,1960,285,Norton Simon,147.4
434,1960,286,Cummins,147.0
232,1960,287,Endicott Johnson,146.1
284,1960,288,WestPoint Stevens,145.6
321,1960,289,Yale & Towne Manufacturing,144.1
571,1960,290,Farmland Industries,143.5
455,1960,291,Avon Products,141.9
352,1960,292,ESB,141.8
275,1960,293,Anaconda Wire & Cable,141.1
286,1960,294,Anchor Hocking,141.1
193,1960,295,Rheem Manufacturing,140.3
174,1960,296,Continental Motors,139.9
551,1960,297,Philadelphia & Reading,139.1
500,1960,298,Copperweld Steel,138.4
303,1960,299,Maxus Energy,137.9
261,1960,300,Keebler,137.6
199,1960,301,Baldwin-Lima-Hamilton,137.2
402,1960,302,US Pharmaceuticals,134.9
375,1960,303,Interlake,133.8
222,1960,304,Simmons,132.6
572,1960,305,Kerr-McGee,132.6
400,1960,306,AM International,132.2
419,1960,307,Bristol-Myers Squibb,131.5
263,1960,308,Bemis,131.3
280,1960,309,Spencer Kellogg & Sons,130.5
304,1960,310,Chemetron,130.3
358,1960,311,Superior Oil,130.2
542,1960,312,R.R. Donnelley & Sons,130.2
325,1960,313,ITT Rayonier,129.5
173,1960,314,Bell Intercontinental,128.1
598,1960,315,Cyclops Industries,127.7
509,1960,316,Federal-Mogul,127.5
355,1960,317,Ruberoid,127.3
285,1960,318,Colorado Milling & Elevator,127.0
348,1960,319,Gerber Products,126.8
618,1960,320,Engelhard Industries,126.7
603,1960,321,OfficeMax,126.1
599,1960,322,Litton Industries,125.5
548,1960,323,Revlon,124.9
301,1960,324,Interstate Brands,124.3
268,1960,325,Crown Holdings,123.2
342,1960,326,Maytag,123.1
354,1960,327,Rockwell Manufacturing,122.8
320,1960,328,Abbott Laboratories,122.6
318,1960,329,Inmont,122.6
335,1960,330,Eagle-Picher Industries,120.9
341,1960,331,Keystone Consolidated Industries,120.1
312,1960,332,U.S. Pipe & Foundry,119.9
363,1960,333,American Bosch Arma,119.8
313,1960,334,Fibreboard,119.6
294,1960,335,Sharon Steel,119.3
388,1960,336,I-T-E Imperial,118.5
316,1960,337,Collins Radio,117.9
484,1960,338,Detroit Steel,116.7
574,1960,339,Vulcan Materials,115.9
295,1960,340,Pacific Vegetable Oil,115.6
307,1960,341,Squibb,115.6
619,1960,342,Trans Union,115.5
401,1960,343,Richardson-Vicks,115.2
239,1960,344,Cletrac,114.6
170,1960,345,Alco Products,114.6
576,1960,346,Potlatch,114.4
308,1960,347,Stewart-Warner,114.3
463,1960,348,Cutler-Hammer,114.3
374,1960,349,Carborundum,114.1
221,1960,350,Fairchild Engine & Airplane,114.1
403,1960,351,Interlake Iron,113.9
373,1960,352,American Chain & Cable,113.0
547,1960,353,Lone Star Steel,112.9
278,1960,354,Allied Mills,112.8
310,1960,355,Ex-Cell-O,112.8
344,1960,356,Thomas J. Lipton,112.6
302,1960,357,Imcera Group,112.6
319,1960,358,Amsted Industries,112.3
346,1960,359,Cluett Peabody,111.8
387,1960,360,Falstaff Brewing,111.6
338,1960,361,Wagner Electric,111.4
306,1960,362,Kendall,110.7
451,1960,363,Square D,110.3
367,1960,364,Glen Alden,110.2
544,1960,365,Peabody Coal,109.4
592,1960,366,Akzona,109.2
216,1960,367,Pabst Brewing,108.7
435,1960,368,Ideal Basic Industries,108.5
573,1960,369,Botany Industries,106.6
271,1960,370,Cincinnati Milacron,106.4
556,1960,371,Cessna Aircraft,105.8
380,1960,372,McGraw-Hill,105.8
365,1960,373,Stanley Works,105.7
356,1960,374,Paccar,105.0
595,1960,375,Champion Spark Plug,104.9
334,1960,376,Royal McBee,104.0
575,1960,377,New York Times,103.3
620,1960,378,Kayser-Roth,103.3
331,1960,379,Amerada Hess,102.4
329,1960,380,Beaunit,102.0
298,1960,381,Ward Foods,102.0
450,1960,382,Dayco,101.8
514,1960,383,National Can,101.8
445,1960,384,Mohasco,101.2
360,1960,385,Certainteed,100.8
432,1960,386,LTV,100.7
506,1960,387,Minute Maid,99.1
511,1960,388,Island Creek Coal,98.9
283,1960,389,Fairmont Foods,98.5
349,1960,390,Great Western Sugar,98.3
453,1960,391,Armstrong Rubber,97.4
376,1960,392,Riegel Textile,97.3
621,1960,393,Di Giorgio,96.3
446,1960,394,Times Mirror,96.3
480,1960,395,National Homes,94.1
552,1960,396,Harsco,94.0
550,1960,397,Wyandotte Chemicals,93.9
590,1960,398,Reichhold Chemicals,93.6
330,1960,399,Pepperell Manufacturing,93.0
622,1960,400,Inland Container,92.6
336,1960,401,Wm. Wrigley Jr.,92.6
427,1960,402,Dole,91.9
561,1960,403,Western Publishing Group,91.7
391,1960,404,American Agricultural Chemical,91.5
415,1960,405,Joslyn Manufacturing & Supply,91.4
589,1960,406,Emerson Electric,91.3
414,1960,407,Joy Technologies,91.1
317,1960,408,Sunbeam/Oster,90.9
413,1960,409,Magnavox,90.6
597,1960,410,Safety-Kleen,90.4
466,1960,411,USM,90.2
577,1960,412,Eastern States Farmers' Exch.,90.0
609,1960,413,Polaroid,89.9
315,1960,414,Plymouth Oil,89.7
351,1960,415,Beech Aircraft,89.5
442,1960,416,Lily-Tulip Cup,89.5
526,1960,417,Briggs & Stratton,89.0
390,1960,418,American Optical,89.0
611,1960,419,Standard Pressed Steel,88.9
343,1960,420,City Products,88.8
333,1960,421,Lone Star Industries,88.7
458,1960,422,Midland-Ross,88.7
393,1960,423,Raybestos-Manhattan,88.7
437,1960,424,American Forest Products,88.3
441,1960,425,Harbison-Walker Refractories,87.9
615,1960,426,Standard Packaging,87.9
525,1960,427,Laclede Steel,87.7
438,1960,428,Pennwalt Corp,87.5
379,1960,429,Minnesota & Ontario Paper,87.5
522,1960,430,Premcor,87.4
462,1960,431,Lear,87.0
623,1960,432,North American Philips,86.9
425,1960,433,U.S. Industries,86.6
586,1960,434,Delhi-Taylor Oil,86.6
459,1960,435,P.R. Mallory,86.5
299,1960,436,St. Joseph Lead,86.2
399,1960,437,Handy & Harman,86.0
429,1960,438,Lehigh Portland Cement,85.7
357,1960,439,Butler Manufacturing,85.3
389,1960,440,Canada Dry,85.3
460,1960,441,Consolidated Papers,85.0
581,1960,442,Ryan Aeronautical,84.7
433,1960,443,Clevite,84.7
607,1960,444,Evans Products,84.4
495,1960,445,Trane,84.1
421,1960,446,Lees (James) & Sons,83.8
553,1960,447,Northwestern Steel & Wire,83.8
378,1960,448,Cleveland-Cliffs,83.8
624,1960,449,Howmet,83.7
417,1960,450,Joy Global,83.2
395,1960,451,Hartmarx,83.1
582,1960,452,Cosden Petroleum,83.1
362,1960,453,Lukens Steel,83.1
519,1960,454,Chicago Pneumatic Tool,83.0
422,1960,455,Calumet & Hecia,81.7
517,1960,456,Ceco Industries,81.7
557,1960,457,Sundstrand,81.6
377,1960,458,Todd Shipyards,81.5
328,1960,459,Virginia-Carolina Chemical,81.5
412,1960,460,Houdaille Industries,81.3
524,1960,461,Alan Wood Steel,81.1
416,1960,462,Kroehler Manufacturing,80.9
578,1960,463,Schering-Plough,80.6
600,1960,464,Hanna Mining,80.0
559,1960,465,Reliance Electric,79.9
580,1960,466,Fuller (W.P.),79.8
436,1960,467,Robertshaw Controls,79.5
489,1960,468,Consolidated Cigar,78.6
601,1960,469,Federal Paper Board,78.1
625,1960,470,Seaboard,77.4
606,1960,471,Permanente Cement,77.2
602,1960,472,Lear Siegler,77.1
405,1960,473,Tennessee Corp.,76.9
604,1960,474,American Petrofina,76.8
418,1960,475,Daystrom,76.6
562,1960,476,Hupp,76.4
350,1960,477,Tobin Packing,76.3
420,1960,478,Celotex,76.2
478,1960,479,Columbian Carbon,76.1
359,1960,480,Olivetti Underwood,75.4
397,1960,481,Bucyrus-Erie,75.4
560,1960,482,Gardner-Denver,74.7
383,1960,483,Remington Arms,74.6
386,1960,484,Bliss (E.W.),74.6
585,1960,485,McCall,74.5
424,1960,486,Bibb Manufacturing,74.4
626,1960,487,Friden,74.2
627,1960,488,Tappan,74.1
605,1960,489,Standard Kollsman Industries,73.8
431,1960,490,Ekco Products,73.6
456,1960,491,Carey (Philip) Manufacturing,73.2
549,1960,492,Walworth,72.9
457,1960,493,Anderson-Prichard Oil,72.6
461,1960,494,Oxford Paper,72.5
628,1960,495,Tung-Sol Electric,72.3
629,1960,496,Universal Match,72.3
614,1960,497,Miles Laboratories,72.2
534,1960,498,Champlin Oil & Refining,72.2
384,1960,499,Bigelow-Sanford,72.0
564,1960,500,Masonite,71.8
1,1961,1,General Motors,12736.0
2,1961,2,Exxon Mobil,8034.7
501,1961,3,Ford Motor,5237.9
4,1961,4,General Electric,4197.5
3,1961,5,U.S. Steel,3698.5
9,1961,6,Mobil,3178.1
6,1961,7,Chrysler,3007.0
14,1961,8,Texaco,2980.3
8,1961,9,Gulf Oil,2720.8
15,1961,10,AT&T Technologies,2640.4
5,1961,11,Esmark,2442.5
12,1961,12,Bethlehem Steel,2178.1
10,1961,13,DuPont,2142.6
11,1961,14,Amoco,2005.8
41,1961,15,General Dynamics,1987.7
13,1961,16,CBS,1955.7
16,1961,17,Shell Oil,1827.8
7,1961,18,Armour,1735.6
22,1961,19,Navistar International,1683.3
17,1961,20,Kraft,1667.2
18,1961,21,ChevronTexaco,1663.4
20,1961,22,Boeing,1554.6
19,1961,23,Goodyear Tire & Rubber,1550.9
24,1961,24,Union Carbide,1548.2
23,1961,25,RCA,1486.2
27,1961,26,Procter & Gamble,1441.5
61,1961,27,Intl. Business Machines,1436.1
34,1961,28,Lockheed Martin,1332.3
21,1961,29,Sinclair Oil,1222.4
25,1961,30,Firestone Tire & Rubber,1207.2
30,1961,31,ConocoPhillips,1200.2
617,1961,32,General Telephone & Electronics,1178.5
26,1961,33,Douglas Aircraft,1174.0
66,1961,34,Sperry,1173.1
45,1961,35,Continental Group,1117.0
31,1961,36,General Foods,1087.1
40,1961,37,American Can,1059.0
76,1961,38,American Motors,1057.7
28,1961,39,Republic Steel,1053.9
36,1961,40,International Paper,1012.6
39,1961,41,United Technologies,987.9
29,1961,42,Citgo Petroleum,980.6
32,1961,43,Uniroyal,966.8
42,1961,44,Rockwell Automation,964.2
33,1961,45,Borden Chemical,956.0
43,1961,46,Eastman Kodak,944.8
50,1961,47,ARMCO,938.0
86,1961,48,Burlington Industries Equity,913.0
87,1961,49,Monsanto,890.1
35,1961,50,Alcoa,861.2
502,1961,51,ITT Industries,811.4
67,1961,52,Nabisco Group Holdings,795.8
46,1961,53,Bendix,787.0
69,1961,54,Dow Chemical,781.4
55,1961,55,Jones & Laughlin Steel,778.8
51,1961,56,Honeywell Intl.,765.8
44,1961,57,Goodrich,764.7
147,1961,58,GenCorp,753.9
38,1961,59,Sunoco,749.8
49,1961,60,Ryerson Tull,747.1
48,1961,61,Fortune Brands,724.1
75,1961,62,Caterpillar,716.0
57,1961,63,National Intergroup,697.1
53,1961,64,Conoco,694.3
164,1961,65,Bestfoods,691.4
59,1961,66,Olin,689.6
52,1961,67,AMAX,679.0
111,1961,68,Martin Marietta,651.2
68,1961,69,PPG Industries,628.0
62,1961,70,Anaconda,624.4
81,1961,71,BorgWarner,586.9
37,1961,72,Wilson,585.3
63,1961,73,Tidewater Oil,583.1
78,1961,74,American Cyanamid,578.4
115,1961,75,Colgate-Palmolive,576.3
70,1961,76,Youngstown Sheet & Tube,574.2
47,1961,77,Atlantic Richfield,561.2
89,1961,78,Owens-Illinois,561.0
103,1961,79,Crown Zellerbach,553.7
74,1961,80,Sealed Air,552.9
131,1961,81,3M,549.7
178,1961,82,Raytheon,540.0
56,1961,83,General Mills,537.8
161,1961,84,St. Regis,536.2
54,1961,85,Allis-Chalmers,530.0
91,1961,86,Singer,525.9
80,1961,87,Pure Oil,523.6
72,1961,88,NL Industries,522.7
88,1961,89,Campbell Soup,516.2
107,1961,90,J.P. Stevens,512.7
98,1961,91,Morrell (John),511.8
77,1961,92,Ralston Purina,510.3
126,1961,93,Coca-Cola,502.0
71,1961,94,Kennecott,496.5
100,1961,95,American Standard,480.2
60,1961,96,Asarco,475.6
104,1961,97,Deere,468.5
101,1961,98,United Merchants & Mfrs.,468.2
504,1961,99,Sunray DX Oil,463.8
114,1961,100,Weyerhaeuser,457.9
116,1961,101,NCR,457.8
82,1961,102,Nabisco Brands,451.8
157,1961,103,Wyeth,446.5
185,1961,104,Whirlpool,446.4
109,1961,105,Beatrice,443.1
73,1961,106,Standard Brands,443.1
84,1961,107,Unocal,440.6
97,1961,108,Reynolds Metals,438.7
122,1961,109,Foremost Dairies,437.7
252,1961,110,McDonnell Douglas,437.0
132,1961,111,Honeywell,426.2
79,1961,112,Pullman,421.5
112,1961,113,TRW,420.4
95,1961,114,Carnation,417.6
93,1961,115,Hygrade Food Products,417.0
150,1961,116,Continental Baking,410.6
136,1961,117,Kaisertech,406.6
177,1961,118,Kimberly-Clark,403.8
99,1961,119,BP America,399.2
568,1961,120,IPL,398.7
85,1961,121,Philco,389.5
566,1961,122,Lever Brothers,388.6
187,1961,123,Unisys,387.5
292,1961,124,Textron,383.2
90,1961,125,Pillsbury,373.8
92,1961,126,Hormel Foods,372.3
257,1961,127,American-Marietta,368.1
117,1961,128,Manville,365.2
138,1961,129,FMC,363.9
242,1961,130,AMF,361.5
570,1961,131,Brunswick,359.9
503,1961,132,Merritt-Chapman & Scott,355.6
135,1961,133,Del Monte Foods,352.5
121,1961,134,Marathon Oil,352.0
125,1961,135,Otis Elevator,350.1
64,1961,136,Cudahy,340.9
142,1961,137,H.J. Heinz,340.2
267,1961,138,Mead,338.8
169,1961,139,Hercules,336.9
218,1961,140,Altria Group,330.5
171,1961,141,Container Corp. of America,327.3
129,1961,142,Grumman,325.6
394,1961,143,Norton Simon,325.3
141,1961,144,Studebaker,323.2
83,1961,145,Avco,322.7
113,1961,146,Quaker Oats,321.8
205,1961,147,Genesco,321.2
96,1961,148,Amstar,317.7
133,1961,149,Scott Paper,313.3
118,1961,150,Babcock & Wilcox,311.0
105,1961,151,Liggett Group,310.4
233,1961,152,McGraw-Edison,310.2
148,1961,153,Anheuser-Busch,308.8
134,1961,154,Ashland,303.7
168,1961,155,Koppers,302.5
159,1961,156,Johnson & Johnson,302.0
156,1961,157,Motorola,299.1
110,1961,158,Rath Packing,296.7
123,1961,159,Furniture Brands Intl.,296.5
223,1961,160,Brown Shoe,295.8
149,1961,161,McNeill & Libby,294.7
152,1961,162,Aeroquip-Vickers,294.1
144,1961,163,Armstrong Holdings,291.5
140,1961,164,Richfield Oil,289.0
176,1961,165,Pet,287.1
108,1961,166,Phelps Dodge,286.7
102,1961,167,Crane,285.6
213,1961,168,White Motor,282.7
567,1961,169,Sherwin-Williams,282.3
235,1961,170,Lorillard,279.9
246,1961,171,Champion International,276.2
201,1961,172,Central Soya,276.1
160,1961,173,Quantum Chemical,275.8
128,1961,174,J.E. Seagram,273.8
146,1961,175,USG,273.5
58,1961,176,Curtiss-Wright,270.6
215,1961,177,Pfizer,269.4
120,1961,178,A.O. Smith,265.2
210,1961,179,Celanese,264.1
124,1961,180,ACF Industries,263.6
583,1961,181,Signal Companies,263.0
204,1961,182,Combustion Engineering,262.0
258,1961,183,Mack Trucks,260.1
139,1961,184,Oscar Mayer,259.8
208,1961,185,Consolidation Coal,258.0
202,1961,186,Carrier,256.8
186,1961,187,Kellogg,256.2
153,1961,188,Skelly Oil,254.9
189,1961,189,Eaton,253.5
172,1961,190,M. Lowenstein,253.3
300,1961,191,Flintkote,252.2
541,1961,192,GATX,250.7
190,1961,193,Westvaco,250.3
119,1961,194,CF&I Steel,249.1
127,1961,195,Rockwell-Standard,248.3
237,1961,196,Dresser Industries,245.7
228,1961,197,Timken,244.8
250,1961,198,General Precision Equipment,244.4
179,1961,199,Dart Industries,242.6
151,1961,200,Kaiser Industries,240.2
155,1961,201,Archer Daniels Midland,239.9
184,1961,202,Allegheny International,238.8
290,1961,203,Diamond International,236.7
224,1961,204,Zenith Electronics,235.8
183,1961,205,Northrop Grumman,233.7
587,1961,206,Texas Instruments,232.7
385,1961,207,H.K. Porter,231.1
200,1961,208,Dana,230.2
241,1961,209,National Gypsum,227.2
167,1961,210,Wheeling Pittsburgh,224.8
194,1961,211,Gillette,224.7
288,1961,212,Garrett,223.8
408,1961,213,Georgia-Pacific,222.0
162,1961,214,Electric Autolite,221.8
337,1961,215,Stauffer Chemical,219.7
191,1961,216,Sterling Drug,218.5
234,1961,217,Rohm & Haas,218.2
227,1961,218,Owens Corning,218.2
212,1961,219,Merck,218.1
505,1961,220,McLouth Steel,216.4
94,1961,221,Republic Aviation,215.3
209,1961,222,Corning,214.9
206,1961,223,Chance Vought,213.9
281,1961,224,Union Camp,213.0
211,1961,225,Fruehauf,212.3
165,1961,226,Revere Copper & Brass,212.0
195,1961,227,Crucible Steel,211.0
274,1961,228,Budd,209.1
203,1961,229,Grinnell,209.0
238,1961,230,Kaiser Steel,207.1
145,1961,231,American Viscose,206.7
175,1961,232,Cannon Mills,202.9
251,1961,233,BOC,202.5
272,1961,234,Parke & Davis,200.0
231,1961,235,Campbell Taggart,197.6
154,1961,236,Glidden,197.5
314,1961,237,Clark Equipment,196.8
219,1961,238,National Sugar Refining,196.5
207,1961,239,Newport News Shipbuilding,195.3
240,1961,240,Champion Papers,195.1
188,1961,241,Walter Industries,195.0
226,1961,242,Studebaker-Worthington,194.4
287,1961,243,Rohr,193.2
289,1961,244,Blaw-Knox,192.8
259,1961,245,Sunshine Biscuits,192.6
316,1961,246,Collins Radio,190.8
494,1961,247,Warner-Lambert,189.8
220,1961,248,Cone Mills,188.5
599,1961,249,Litton Industries,187.8
569,1961,250,Springs Industries,187.6
181,1961,251,Curtis Publishing,186.9
256,1961,252,Westinghouse Air Brake,186.4
236,1961,253,Ingersoll-Rand,185.8
229,1961,254,Norton,181.9
248,1961,255,Tecumseh Products,180.1
253,1961,256,Eli Lilly,178.5
143,1961,257,Admiral,176.5
166,1961,258,Hearst Consolidated Publications,174.1
254,1961,259,General Host,171.9
596,1961,260,Thiokol,171.5
368,1961,261,Outboard Marine,171.4
630,1961,262,Agway,170.8
225,1961,263,Foster Wheeler,170.8
197,1961,264,Hershey Foods,170.3
249,1961,265,Kelsey-Hayes,168.4
455,1961,266,Avon Products,168.2
513,1961,267,Cerro,168.0
182,1961,268,Schenley Industries,167.5
296,1961,269,GK Technologies,165.6
273,1961,270,Abex,164.2
340,1961,271,Dan River,162.8
230,1961,272,American Bakeries,162.2
255,1961,273,Stokely-Van Camp,161.9
282,1961,274,GAF,159.8
594,1961,275,Pharmacia,159.4
572,1961,276,Kerr-McGee,157.8
364,1961,277,PepsiCo,157.7
284,1961,278,WestPoint Stevens,156.9
571,1961,279,Farmland Industries,156.2
400,1961,280,AM International,156.0
217,1961,281,Staley Continental,155.7
508,1961,282,Hooker Chemical,149.8
269,1961,283,Link-Belt,149.6
542,1961,284,R.R. Donnelley & Sons,148.8
432,1961,285,LTV,148.4
352,1961,286,ESB,148.1
551,1961,287,Philadelphia & Reading,147.4
419,1961,288,Bristol-Myers Squibb,146.7
510,1961,289,Coltec Industries,145.4
402,1961,290,US Pharmaceuticals,144.5
247,1961,291,Pittsburgh Steel,143.2
286,1961,292,Anchor Hocking,142.9
374,1961,293,Carborundum,142.6
279,1961,294,Bridgeport Brass,142.2
270,1961,295,Scovill,142.0
232,1961,296,Endicott Johnson,141.5
275,1961,297,Anaconda Wire & Cable,140.8
615,1961,298,Standard Packaging,140.7
375,1961,299,Interlake,140.5
301,1961,300,Interstate Brands,140.5
245,1961,301,Eastern Gas & Fuel Associates,139.1
303,1961,302,Maxus Energy,138.3
631,1961,303,Packaging Corp. of America,138.3
174,1961,304,Continental Motors,138.1
310,1961,305,Ex-Cell-O,137.6
382,1961,306,Granite City Steel,137.3
321,1961,307,Yale & Towne Manufacturing,136.9
548,1961,308,Revlon,136.4
434,1961,309,Cummins,135.8
304,1961,310,Chemetron,133.5
401,1961,311,Richardson-Vicks,132.3
263,1961,312,Bemis,131.7
603,1961,313,OfficeMax,131.2
348,1961,314,Gerber Products,131.1
261,1961,315,Keebler,130.5
325,1961,316,ITT Rayonier,129.1
358,1961,317,Superior Oil,129.0
341,1961,318,Keystone Consolidated Industries,128.8
618,1961,319,Engelhard Industries,128.0
356,1961,320,Paccar,128.0
317,1961,321,Sunbeam/Oster,127.5
285,1961,322,Colorado Milling & Elevator,127.2
632,1961,323,KVP Sutherland Paper,127.0
222,1961,324,Simmons,126.2
320,1961,325,Abbott Laboratories,126.0
318,1961,326,Inmont,125.8
545,1961,327,Southern States Cooperative,125.7
589,1961,328,Emerson Electric,125.7
363,1961,329,American Bosch Arma,125.3
413,1961,330,Magnavox,124.9
329,1961,331,Beaunit,124.1
302,1961,332,Imcera Group,123.9
271,1961,333,Cincinnati Milacron,123.6
561,1961,334,Western Publishing Group,123.1
199,1961,335,Baldwin-Lima-Hamilton,122.8
581,1961,336,Ryan Aeronautical,122.7
193,1961,337,Rheem Manufacturing,122.6
298,1961,338,Ward Foods,122.2
620,1961,339,Kayser-Roth,121.9
268,1961,340,Crown Holdings,121.2
335,1961,341,Eagle-Picher Industries,120.8
544,1961,342,Peabody Coal,120.8
574,1961,343,Vulcan Materials,120.7
319,1961,344,Amsted Industries,120.1
355,1961,345,Ruberoid,120.1
309,1961,346,Case,119.9
344,1961,347,Thomas J. Lipton,119.6
509,1961,348,Federal-Mogul,118.5
307,1961,349,Squibb,118.3
458,1961,350,Midland-Ross,118.1
380,1961,351,McGraw-Hill,116.8
453,1961,352,Armstrong Rubber,116.8
354,1961,353,Rockwell Manufacturing,116.1
280,1961,354,Spencer Kellogg & Sons,116.0
387,1961,355,Falstaff Brewing,115.9
294,1961,356,Sharon Steel,115.7
388,1961,357,I-T-E Imperial,115.5
619,1961,358,Trans Union,115.4
500,1961,359,Copperweld Steel,114.8
451,1961,360,Square D,114.6
633,1961,361,Bell & Howell,114.1
346,1961,362,Cluett Peabody,112.3
575,1961,363,New York Times,112.1
313,1961,364,Fibreboard,111.9
306,1961,365,Kendall,111.6
598,1961,366,Cyclops Industries,111.5
634,1961,367,Mead Johnson,111.3
446,1961,368,Times Mirror,111.1
334,1961,369,Royal McBee,111.1
373,1961,370,American Chain & Cable,110.6
216,1961,371,Pabst Brewing,110.5
463,1961,372,Cutler-Hammer,110.2
342,1961,373,Maytag,109.6
514,1961,374,National Can,109.5
308,1961,375,Stewart-Warner,107.3
338,1961,376,Wagner Electric,105.7
278,1961,377,Allied Mills,105.7
556,1961,378,Cessna Aircraft,103.3
576,1961,379,Potlatch,103.2
312,1961,380,U.S. Pipe & Foundry,103.0
362,1961,381,Lukens Steel,102.9
495,1961,382,Trane,102.5
331,1961,383,Amerada Hess,102.4
414,1961,384,Joy Technologies,102.1
621,1961,385,Di Giorgio,101.0
595,1961,386,Champion Spark Plug,100.6
336,1961,387,Wm. Wrigley Jr.,100.5
330,1961,388,Pepperell Manufacturing,100.2
635,1961,389,Federal Pacific Electric,100.2
435,1961,390,Ideal Basic Industries,99.8
239,1961,391,Cletrac,99.8
609,1961,392,Polaroid,99.4
450,1961,393,Dayco,99.3
590,1961,394,Reichhold Chemicals,99.2
351,1961,395,Beech Aircraft,98.9
349,1961,396,Great Western Sugar,98.4
586,1961,397,Delhi-Taylor Oil,98.4
616,1961,398,Riegel Paper,97.9
283,1961,399,Fairmont Foods,97.3
466,1961,400,USM,97.3
441,1961,401,Harbison-Walker Refractories,97.2
550,1961,402,Wyandotte Chemicals,97.0
636,1961,403,Kern County Land,96.8
445,1961,404,Mohasco,96.5
637,1961,405,Witco,95.6
605,1961,406,Standard Kollsman Industries,95.6
365,1961,407,Stanley Works,95.4
592,1961,408,Akzona,95.4
624,1961,409,Howmet,95.0
359,1961,410,Olivetti Underwood,94.6
433,1961,411,Clevite,94.0
597,1961,412,Safety-Kleen,93.4
622,1961,413,Inland Container,93.3
360,1961,414,Certainteed,93.2
623,1961,415,North American Philips,92.9
638,1961,416,Yuba Consolidated Industries,92.9
389,1961,417,Canada Dry,91.8
577,1961,418,Eastern States Farmers' Exch.,91.6
390,1961,419,American Optical,91.5
462,1961,420,Lear,91.0
438,1961,421,Pennwalt Corp,90.9
442,1961,422,Lily-Tulip Cup,90.7
376,1961,423,Riegel Textile,90.7
418,1961,424,Daystrom,90.6
600,1961,425,Hanna Mining,90.3
391,1961,426,American Agricultural Chemical,90.0
395,1961,427,Hartmarx,89.9
405,1961,428,Tennessee Corp.,89.9
427,1961,429,Dole,89.3
626,1961,430,Friden,89.2
585,1961,431,McCall,88.9
629,1961,432,Universal Match,88.8
460,1961,433,Consolidated Papers,88.8
403,1961,434,Interlake Iron,88.7
484,1961,435,Detroit Steel,88.2
425,1961,436,U.S. Industries,87.7
559,1961,437,Reliance Electric,87.6
412,1961,438,Houdaille Industries,87.6
379,1961,439,Minnesota & Ontario Paper,87.5
378,1961,440,Cleveland-Cliffs,87.0
522,1961,441,Premcor,86.9
328,1961,442,Virginia-Carolina Chemical,86.8
170,1961,443,Alco Products,86.7
489,1961,444,Consolidated Cigar,86.3
386,1961,445,Bliss (E.W.),86.2
367,1961,446,Glen Alden,86.2
519,1961,447,Chicago Pneumatic Tool,85.8
511,1961,448,Island Creek Coal,85.7
417,1961,449,Joy Global,85.7
431,1961,450,Ekco Products,85.2
221,1961,451,Fairchild Engine & Airplane,85.1
563,1961,452,Carpenter Technology,85.1
415,1961,453,Joslyn Manufacturing & Supply,85.0
333,1961,454,Lone Star Industries,85.0
173,1961,455,Bell Intercontinental,84.9
560,1961,456,Gardner-Denver,84.8
611,1961,457,Standard Pressed Steel,84.7
602,1961,458,Lear Siegler,84.1
459,1961,459,P.R. Mallory,83.6
639,1961,460,Miehle-Goss-Dexter,83.5
601,1961,461,Federal Paper Board,83.1
578,1961,462,Schering-Plough,82.8
614,1961,463,Miles Laboratories,82.4
439,1961,464,United Engineering & Foundry,82.1
393,1961,465,Raybestos-Manhattan,82.1
640,1961,466,Union Texas Natural Gas,82.1
641,1961,467,Indian Head,81.9
399,1961,468,Handy & Harman,81.7
625,1961,469,Seaboard,81.0
429,1961,470,Lehigh Portland Cement,81.0
526,1961,471,Briggs & Stratton,80.9
478,1961,472,Columbian Carbon,80.5
424,1961,473,Bibb Manufacturing,80.3
642,1961,474,Purex Industries,79.6
299,1961,475,St. Joseph Lead,79.6
607,1961,476,Evans Products,79.4
350,1961,477,Tobin Packing,78.7
643,1961,478,Hammermill Paper,78.7
517,1961,479,Ceco Industries,78.3
422,1961,480,Calumet & Hecia,77.2
644,1961,481,Commonwealth Oil Refining,76.6
315,1961,482,Plymouth Oil,76.4
377,1961,483,Todd Shipyards,76.3
580,1961,484,Fuller (W.P.),76.1
457,1961,485,Anderson-Prichard Oil,75.3
534,1961,486,Champlin Oil & Refining,74.3
490,1961,487,Langendorf United Bakeries,74.3
461,1961,488,Oxford Paper,74.3
384,1961,489,Bigelow-Sanford,74.2
645,1961,490,Spencer Chemical,74.1
